Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients,Concentrations,Effects,Ingredients_list,clean_Ingredients
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Cystic,niacinamide + salicylic acid + benzoyl peroxide,3% + 0.5% + 10%,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Kills acne-causing bacteria",['niacinamide  salicylic acid  benzoyl peroxide'],niacinamide  salicylic acid  benzoyl peroxide
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Pigmented,niacinamide + hyaluronic acid + vitamin c,2% + 0.5% + 3%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Brightens skin and reduces pigmentation",['niacinamide  hyaluronic acid  vitamin c'],niacinamide  hyaluronic acid  vitamin c
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Vascular,vitamin k + hyaluronic acid + vitamin c,2% + 1% + 0.5%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Brightens skin and reduces pigmentation",['vitamin k  hyaluronic acid  vitamin c'],vitamin k  hyaluronic acid  vitamin c
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Spots,General,vitamin c + alpha arbutin + kojic acid,5% + 3% + 10%,"Brightens skin and reduces pigmentation, Reduces hyperpigmentation and dark spots, Lightens pigmentation and skin discoloration",['vitamin c  alpha arbutin  kojic acid'],vitamin c  alpha arbutin  kojic acid
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Dullness,General,vitamin c + niacinamide + hyaluronic acid,3% + 8% + 0.5%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Hydrates and plumps the skin",['vitamin c  niacinamide  hyaluronic acid'],vitamin c  niacinamide  hyaluronic acid
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Hyperpigmentation,General,tranexamic acid + alpha arbutin + vitamin c,3% + 0.5% + 8%,"Reduces melanin production and pigmentation, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation",['tranexamic acid  alpha arbutin  vitamin c'],tranexamic acid  alpha arbutin  vitamin c
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Open Pores,General,niacinamide + azelaic acid + green tea extract,10% + 3% + 1%,"Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits",['niacinamide  azelaic acid  green tea extract'],niacinamide  azelaic acid  green tea extract
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Redness,General,niacinamide + centella asiatica + green tea extract,8% + 5% + 1%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits",['niacinamide  centella asiatica  green tea extract'],niacinamide  centella asiatica  green tea extract
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Sun Tan,General,aloe vera + alpha arbutin + vitamin c,8% + 5% + 10%,"Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation",['aloe vera  alpha arbutin  vitamin c'],aloe vera  alpha arbutin  vitamin c
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Whiteheads / Blackheads,General,salicylic acid + zinc pca + niacinamide,10% + 0.5% + 3%,"Unclogs pores and removes excess oil, Controls sebum production, Reduces inflammation and regulates sebum",['salicylic acid  zinc pca  niacinamide'],salicylic acid  zinc pca  niacinamide
25-36,Combination,T-Zone Dry Cheeks Oily,Yes,Wrinkles,General,coenzyme q10 + niacinamide + peptides,5% + 0.5% + 1%,"Provides antioxidant protection and supports skin repair, Reduces inflammation and regulates sebum, Improves skin elasticity and firmness",['coenzyme q  niacinamide  peptides'],coenzyme q  niacinamide  peptides
25-36,Combination,T-Zone Dry Cheeks Oily,No,Acne,Comedonal,green tea extract + salicylic acid + niacinamide,5% + 8% + 1%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum",['green tea extract  salicylic acid  niacinamide'],green tea extract  salicylic acid  niacinamide
25-36,Combination,T-Zone Dry Cheeks Oily,No,Acne,Inflammatory,zinc pca + benzoyl peroxide + azelaic acid,10% + 0.5% + 8%,"Controls sebum production, Kills acne-causing bacteria, Reduces acne and improves skin texture",['zinc pca  benzoyl peroxide  azelaic acid'],zinc pca  benzoyl peroxide  azelaic acid
25-36,Combination,T-Zone Dry Cheeks Oily,No,Acne,Nodular,benzoyl peroxide + azelaic acid + niacinamide,0.5% + 2% + 1%,"Kills acne-causing bacteria, Reduces acne and improves skin texture, Reduces inflammation and regulates sebum",['benzoyl peroxide  azelaic acid  niacinamide'],benzoyl peroxide  azelaic acid  niacinamide
25-36,Combination,T-Zone Dry Cheeks Oily,No,Acne,Cystic,salicylic acid + benzoyl peroxide + green tea extract,0.5% + 5% + 8%,"Unclogs pores and removes excess oil, Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits",['salicylic acid  benzoyl peroxide  green tea extract'],salicylic acid  benzoyl peroxide  green tea extract
25-36,Combination,T-Zone Dry Cheeks Oily,No,Dark Circles,Pigmented,vitamin k + hyaluronic acid + vitamin c,0.5% + 10% + 2%,"Improves blood circulation under eyes, Hydrates and plumps the skin, Brightens skin and reduces pigmentation",['vitamin k  hyaluronic acid  vitamin c'],vitamin k  hyaluronic acid  vitamin c
25-36,Combination,T-Zone Dry Cheeks Oily,No,Dark Circles,Vascular,caffeine + niacinamide + licorice extract,10% + 0.5% + 2%,"Reduces puffiness and improves circulation, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone",['caffeine  niacinamide  licorice extract'],caffeine  niacinamide  licorice extract
25-36,Combination,T-Zone Dry Cheeks Oily,No,Dark Spots,General,vitamin c + kojic acid + niacinamide,0.5% + 8% + 2%,"Brightens skin and reduces pigmentation, Lightens pigmentation and skin discoloration, Reduces inflammation and regulates sebum",['vitamin c  kojic acid  niacinamide'],vitamin c  kojic acid  niacinamide
25-36,Combination,T-Zone Dry Cheeks Oily,No,Dullness,General,niacinamide + lactic acid + green tea extract,5% + 0.5% + 2%,"Reduces inflammation and regulates sebum, Gently exfoliates and improves skin radiance, Provides antioxidant and anti-inflammatory benefits",['niacinamide  lactic acid  green tea extract'],niacinamide  lactic acid  green tea extract
25-36,Combination,T-Zone Dry Cheeks Oily,No,Hyperpigmentation,General,niacinamide + alpha arbutin + vitamin c,8% + 5% + 0.5%,"Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation",['niacinamide  alpha arbutin  vitamin c'],niacinamide  alpha arbutin  vitamin c
25-36,Combination,T-Zone Dry Cheeks Oily,No,Open Pores,General,green tea extract + azelaic acid + clay,10% + 2% + 0.5%,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Absorbs excess oil and tightens pores",['green tea extract  azelaic acid  clay'],green tea extract  azelaic acid  clay
25-36,Combination,T-Zone Dry Cheeks Oily,No,Redness,General,aloe vera + green tea extract + chamomile extract,0.5% + 2% + 8%,"Soothes and hydrates irritated skin, Provides antioxidant and anti-inflammatory benefits, Calms redness and irritation",['aloe vera  green tea extract  chamomile extract'],aloe vera  green tea extract  chamomile extract
25-36,Combination,T-Zone Dry Cheeks Oily,No,Sun Tan,General,aloe vera + alpha arbutin + niacinamide,3% + 5% + 8%,"Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum",['aloe vera  alpha arbutin  niacinamide'],aloe vera  alpha arbutin  niacinamide
25-36,Combination,T-Zone Dry Cheeks Oily,No,Whiteheads / Blackheads,General,zinc pca + willow bark extract + niacinamide,2% + 5% + 8%,"Controls sebum production, Naturally exfoliates and clears pores, Reduces inflammation and regulates sebum",['zinc pca  willow bark extract  niacinamide'],zinc pca  willow bark extract  niacinamide
25-36,Combination,T-Zone Dry Cheeks Oily,No,Wrinkles,General,coenzyme q10 + niacinamide + peptides,10% + 1% + 3%,"Provides antioxidant protection and supports skin repair, Reduces inflammation and regulates sebum, Improves skin elasticity and firmness",['coenzyme q  niacinamide  peptides'],coenzyme q  niacinamide  peptides
37-45,Normal,Normal to Dry,Yes,Acne,Comedonal,zinc pca + green tea extract + benzoyl peroxide,5% + 8% + 2%,"Controls sebum production, Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria",['zinc pca  green tea extract  benzoyl peroxide'],zinc pca  green tea extract  benzoyl peroxide
37-45,Normal,Normal to Dry,Yes,Acne,Inflammatory,azelaic acid + green tea extract + zinc pca,3% + 10% + 5%,"Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits, Controls sebum production",['azelaic acid  green tea extract  zinc pca'],azelaic acid  green tea extract  zinc pca
37-45,Normal,Normal to Dry,Yes,Acne,Nodular,niacinamide + salicylic acid + benzoyl peroxide,0.5% + 5% + 3%,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Kills acne-causing bacteria",['niacinamide  salicylic acid  benzoyl peroxide'],niacinamide  salicylic acid  benzoyl peroxide
37-45,Normal,Normal to Dry,Yes,Acne,Cystic,salicylic acid + niacinamide + azelaic acid,3% + 1% + 2%,"Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture",['salicylic acid  niacinamide  azelaic acid'],salicylic acid  niacinamide  azelaic acid
37-45,Normal,Normal to Dry,Yes,Dark Circles,Pigmented,vitamin c + niacinamide + vitamin k,3% + 8% + 10%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Improves blood circulation under eyes",['vitamin c  niacinamide  vitamin k'],vitamin c  niacinamide  vitamin k
37-45,Normal,Normal to Dry,Yes,Dark Circles,Vascular,hyaluronic acid + niacinamide + caffeine,10% + 2% + 0.5%,"Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation",['hyaluronic acid  niacinamide  caffeine'],hyaluronic acid  niacinamide  caffeine
37-45,Normal,Normal to Dry,Yes,Dark Spots,General,alpha arbutin + kojic acid + niacinamide,10% + 8% + 1%,"Reduces hyperpigmentation and dark spots, Lightens pigmentation and skin discoloration, Reduces inflammation and regulates sebum",['alpha arbutin  kojic acid  niacinamide'],alpha arbutin  kojic acid  niacinamide
37-45,Normal,Normal to Dry,Yes,Dullness,General,green tea extract + lactic acid + niacinamide,2% + 5% + 10%,"Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance, Reduces inflammation and regulates sebum",['green tea extract  lactic acid  niacinamide'],green tea extract  lactic acid  niacinamide
37-45,Normal,Normal to Dry,Yes,Hyperpigmentation,General,alpha arbutin + tranexamic acid + niacinamide,10% + 5% + 8%,"Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation, Reduces inflammation and regulates sebum",['alpha arbutin  tranexamic acid  niacinamide'],alpha arbutin  tranexamic acid  niacinamide
37-45,Normal,Normal to Dry,Yes,Open Pores,General,green tea extract + azelaic acid + niacinamide,5% + 1% + 10%,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Reduces inflammation and regulates sebum",['green tea extract  azelaic acid  niacinamide'],green tea extract  azelaic acid  niacinamide
37-45,Normal,Normal to Dry,Yes,Redness,General,chamomile extract + centella asiatica + niacinamide,1% + 2% + 8%,"Calms redness and irritation, Soothes irritation and repairs skin barrier, Reduces inflammation and regulates sebum",['chamomile extract  centella asiatica  niacinamide'],chamomile extract  centella asiatica  niacinamide
37-45,Normal,Normal to Dry,Yes,Sun Tan,General,alpha arbutin + aloe vera + vitamin c,10% + 8% + 0.5%,"Reduces hyperpigmentation and dark spots, Soothes and hydrates irritated skin, Brightens skin and reduces pigmentation",['alpha arbutin  aloe vera  vitamin c'],alpha arbutin  aloe vera  vitamin c
37-45,Normal,Normal to Dry,Yes,Whiteheads / Blackheads,General,salicylic acid + glycolic acid + niacinamide,10% + 3% + 8%,"Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin, Reduces inflammation and regulates sebum",['salicylic acid  glycolic acid  niacinamide'],salicylic acid  glycolic acid  niacinamide
37-45,Normal,Normal to Dry,Yes,Wrinkles,General,niacinamide + coenzyme q10 + retinol,5% + 3% + 2%,"Reduces inflammation and regulates sebum, Provides antioxidant protection and supports skin repair, Stimulates collagen production and reduces wrinkles",['niacinamide  coenzyme q  retinol'],niacinamide  coenzyme q  retinol
37-45,Normal,Normal to Dry,No,Acne,Comedonal,zinc pca + azelaic acid + green tea extract,5% + 1% + 2%,"Controls sebum production, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits",['zinc pca  azelaic acid  green tea extract'],zinc pca  azelaic acid  green tea extract
37-45,Normal,Normal to Dry,No,Acne,Inflammatory,salicylic acid + green tea extract + azelaic acid,1% + 10% + 3%,"Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture",['salicylic acid  green tea extract  azelaic acid'],salicylic acid  green tea extract  azelaic acid
37-45,Normal,Normal to Dry,No,Acne,Nodular,benzoyl peroxide + niacinamide + azelaic acid,2% + 3% + 5%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture",['benzoyl peroxide  niacinamide  azelaic acid'],benzoyl peroxide  niacinamide  azelaic acid
37-45,Normal,Normal to Dry,No,Acne,Cystic,green tea extract + salicylic acid + benzoyl peroxide,10% + 0.5% + 1%,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Kills acne-causing bacteria",['green tea extract  salicylic acid  benzoyl peroxide'],green tea extract  salicylic acid  benzoyl peroxide
37-45,Normal,Normal to Dry,No,Dark Circles,Pigmented,vitamin k + caffeine + hyaluronic acid,8% + 3% + 0.5%,"Improves blood circulation under eyes, Reduces puffiness and improves circulation, Hydrates and plumps the skin",['vitamin k  caffeine  hyaluronic acid'],vitamin k  caffeine  hyaluronic acid
37-45,Normal,Normal to Dry,No,Dark Circles,Vascular,vitamin c + niacinamide + caffeine,8% + 1% + 2%,"Brightens skin and reduces pigmentation, Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation",['vitamin c  niacinamide  caffeine'],vitamin c  niacinamide  caffeine
37-45,Normal,Normal to Dry,No,Dark Spots,General,alpha arbutin + vitamin c + licorice extract,3% + 5% + 2%,"Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone",['alpha arbutin  vitamin c  licorice extract'],alpha arbutin  vitamin c  licorice extract
37-45,Normal,Normal to Dry,No,Dullness,General,vitamin c + lactic acid + hyaluronic acid,0.5% + 1% + 2%,"Brightens skin and reduces pigmentation, Gently exfoliates and improves skin radiance, Hydrates and plumps the skin",['vitamin c  lactic acid  hyaluronic acid'],vitamin c  lactic acid  hyaluronic acid
37-45,Normal,Normal to Dry,No,Hyperpigmentation,General,alpha arbutin + niacinamide + vitamin c,0.5% + 1% + 8%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation",['alpha arbutin  niacinamide  vitamin c'],alpha arbutin  niacinamide  vitamin c
37-45,Normal,Normal to Dry,No,Open Pores,General,clay + green tea extract + azelaic acid,3% + 8% + 2%,"Absorbs excess oil and tightens pores, Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture",['clay  green tea extract  azelaic acid'],clay  green tea extract  azelaic acid
